contract_id,vendor_id,category_id,contract_start,contract_end,contract_value,negotiated_savings
C00774,V144,CAT05,2023-04-22,2024-10-10,740859.29,52092.16
C00775,V026 ,CAT06,2023-01-31,2025-01-11,533345.18,24072.97
C00776,V463,CAT04,2023-07-18,2025-06-15,660022.82,69332.0
C00777,V199,cat01,2023-02-09,2024-10-09,109568.98,32503.16
C00778,V464, CAT08,2023-01-22,2025-08-22,264419.34,37595.67
C00779,v491,CAT02,2023-05-18,2025-06-06,972220.27,39337.61
C00780,V018,CAT06,2023-08-31,2025-10-07,874820.23,72087.6
C00781,V058, CAT02,2023-05-16,2024-10-19,246672.64,46836.12
C00782,v302,CAT03,2023-05-08,2025-06-05,909060.54,84252.41
C00783,V405,CAT06,2023-10-09,2025-02-17,601303.42,18939.04
C00784,v020,cat10,2023-07-03,2025-03-26,285075.0,55368.78
C00785,v469,cat03,2023-05-06,2024-07-06,91304.6,69389.96
C00786,V496,CAT04,2023-04-17,2025-05-02,116746.55,17477.01
C00787,V356 ,cat04,2023-12-20,2024-11-19,861621.26,70249.66
C00788, V275,CAT06 ,2023-06-07,2024-10-02,224653.9,39314.61
C00789,V274,cat06,2023-01-20,2025-04-23,493705.24,95530.06
C00790,V257,CAT01,2023-06-23,2024-06-09,333542.72,67719.83
C00791,V256,CAT01,2023-05-06,2024-12-24,351194.33,
C00792,V212,cat03,2023-08-12,2024-09-23,457335.9,54414.93
C00793, V475,CAT03,2023-01-31,2025-06-20,771048.31,43865.35
C00794,V262,CAT05,2023-04-19,2025-04-09,871102.99,57066.31
C00795,v289,CAT01,2023-02-03,2024-10-15,56934.04,5829.0
C00796,V249,CAT07,2023-12-13,2024-09-21,938219.31,7659.36
C00797, V308,CAT02,2023-07-09,2025-03-14,304221.28,32166.8
C00798,V357 ,CAT08,2023-11-04,2025-08-13,637308.71,60172.27
C00799,V377 , CAT10,2023-09-25,2025-03-17,308276.24,
C00800,, CAT06,2023-11-03,2024-10-16,500440.2,12492.26
C00801,V190,CAT10 ,2023-09-06,2024-07-15,768315.45,24574.74
C00802,v096,CAT05,2023-10-28,2025-10-30,113953.86,23255.16
C00803,V348, CAT01,2023-10-03,2024-07-03,97663.39,
C00804,V307,CAT02,2023-11-02,2024-07-26,820770.18,79470.54
C00805, V231,CAT08,2023-08-13,2025-06-18,429459.49,40619.47
C00806,V247 ,cat07,2023-07-05,2024-09-24,228569.06,17269.73
C00807,V354 ,CAT01,2023-02-12,2024-12-12,231275.96,
C00808,v151,CAT06 ,2023-12-05,2025-01-26,642067.68,95303.52
C00809, V443,CAT01,2023-11-29,2024-06-23,283247.68,22261.07
C00810, V446, CAT04,2023-02-24,2025-02-13,844913.63,31220.65
C00811,V286,CAT03,2023-11-25,2025-04-23,398268.66,85472.3
C00812, V416,CAT07,2023-09-12,2024-09-27,538968.92,52423.66
C00813,V336, CAT05,2023-01-20,2025-08-21,491819.27,
C00814,V021,CAT08,2023-05-30,2025-08-10,546076.81,6018.03
C00815,V309,CAT03 ,2023-02-18,2025-01-13,771423.33,76438.29
C00816,V192,CAT02,2023-10-07,2024-09-04,203202.46,79573.36
C00817,V429,CAT05,2023-02-17,2024-09-04,84551.36,39552.1
C00818,v240,CAT04 ,2023-01-18,2025-09-15,108832.5,74170.9
C00819,V065,CAT08,2023-06-25,2025-07-21,398396.51,24949.23
C00820,V397,cat09,2023-12-20,2025-04-10,793868.42,95587.69
C00821,V287 ,CAT02,2023-02-01,2025-08-16,870141.2,45450.27
C00822,V446,CAT07 ,2023-01-21,2024-08-04,692322.49,32424.37
C00823,V337,CAT10,2023-12-18,2024-12-31,998227.15,70844.09
C00824,V431,CAT06,2023-03-03,2024-12-14,242678.31,
C00825,V038,CAT09,2023-09-02,2024-07-12,852776.62,74640.87
C00826,v184,CAT02,2023-11-04,2025-01-18,223771.1,99201.97
C00827,V167,CAT09,2023-12-21,2025-01-26,128896.16,49221.42
C00828,V407,CAT10 ,2023-11-20,2025-11-01,136110.55,82978.54
C00829,V488,CAT03,2023-12-15,2025-07-01,914373.04,25918.02
C00830,V004 ,CAT05,2023-12-12,2025-08-17,820830.44,63532.88
C00831,V400,CAT07 ,2023-12-07,2025-01-14,793996.41,27921.59
C00832, V196,CAT07 ,2023-07-02,2025-05-08,915903.73,86564.71
C00833,V152 ,CAT05,2023-05-20,2025-09-15,854821.49,96461.2
C00834,V294,cat01,2023-07-25,2024-12-29,711546.25,19114.5
C00835,V103,CAT06,2023-10-16,2025-05-15,239563.34,11029.72
C00836,V101,CAT02 ,2023-07-07,2024-06-08,559742.04,50417.45
C00837,V119, CAT05,2023-07-21,2025-03-08,241299.31,5455.47
C00838,V130,cat02,2023-12-22,2025-10-17,338127.13,21769.29
C00839,V380,CAT04 ,2023-03-08,2024-08-20,476171.21,74118.51
C00840,V392 ,CAT04,2023-03-27,2025-09-13,502131.97,50205.19
C00841,V384,CAT05,2023-04-30,2024-12-02,250556.93,
C00842,V051,CAT08,2023-05-17,2025-02-16,886302.57,86445.6
C00843,V051,CAT07,2023-10-06,2025-06-17,893930.26,21788.75
C00844,V065 ,CAT03,2023-01-25,2024-09-23,417283.31,
C00845,V260,CAT05,2023-04-15,2024-10-07,741724.2,70523.13
C00846,V242 ,CAT02,2023-09-07,2024-07-03,151651.73,78748.51
C00847,V342,CAT07 ,2023-10-31,2025-03-23,526832.42,79309.66
C00848,V148,CAT10,2023-10-05,2025-09-10,128428.5,
C00849,V172,CAT08 ,2023-03-02,2024-09-15,360468.42,
C00850,V105, CAT07,2023-09-19,2024-10-20,193178.95,
C00851, V375,CAT04,2023-12-10,2025-03-28,144627.74,
C00852,V225,CAT04 ,2023-08-07,2024-10-24,576831.37,39163.99
C00853,V210 ,cat06,2023-03-30,2024-12-15,741318.21,57100.52
C00854,V326, CAT02,2023-10-06,2025-09-06,497243.21,53736.09
C00855,V495,CAT06 ,2023-10-30,2025-11-21,775283.08,49879.48
C00856,V407,,2023-06-01,2025-03-08,974806.87,86702.27
C00857,V011, CAT01,2023-02-02,2025-06-01,371328.52,54932.39
C00858,V259,CAT03 ,2023-02-14,2024-10-26,880722.92,60241.89
C00859,V063,cat05,2023-08-12,2025-01-01,101616.58,31121.5
C00860,V023,CAT09,2023-07-25,2024-12-14,353302.86,50098.66
C00861,V470 , CAT06,2023-08-11,2025-07-16,545515.66,91576.5
C00862, V107,CAT01,2023-03-23,2024-08-02,362927.23,88249.82
C00863,V092,cat10,2023-05-08,2025-09-29,68403.14,62369.31
C00864, V297,CAT06 ,2023-08-19,2025-01-22,91340.52,9307.58
C00865,V242,CAT09,2023-06-07,2025-02-14,944148.1,23860.4
C00866,V294 , CAT02,2023-07-28,2025-06-11,993778.77,69645.06
C00867,v285,cat01,2023-08-27,2025-02-14,380439.98,30512.29
C00868,v144,CAT05,2023-11-24,2025-04-08,846229.42,97320.12
C00869,V107,CAT03,2023-02-05,2025-10-24,202788.92,6677.69
C00870,V403,CAT03 ,2023-07-22,2024-12-28,673702.35,90685.97
C00871,V406,cat08,2023-04-26,2024-11-06,789989.15,82107.99
C00872,V348,CAT08,2023-02-20,2024-09-21,116127.15,24865.36
C00873, V090,CAT09,2023-02-23,2025-02-17,988067.08,47892.73
C00874, V419, CAT10,2023-12-07,2025-07-07,842626.28,10411.69
C00875,V016, CAT04,2023-04-29,2024-08-13,714790.86,17686.64
C00876,V488,CAT01 ,2023-01-12,2025-11-26,985168.99,91798.91
C00877,V026, CAT05,2023-05-01,2024-07-12,752101.57,52823.76
C00878,V423,CAT07,2023-01-29,2025-01-26,436537.94,
C00879,V045,CAT06,2023-05-05,2024-06-06,481353.33,40563.05
C00880, V317,cat02,2023-03-31,2025-02-22,798027.63,
C00881, V490,CAT02 ,2023-11-27,2025-06-15,392282.55,61033.55
C00882,V055 ,cat08,2023-08-14,2024-07-13,494462.96,51119.14
C00883,V420,CAT06,2023-02-24,2024-11-05,813962.44,6710.48
C00884, V346,CAT03,2023-11-20,2025-11-01,136553.52,43205.96
C00885,V427,cat10,2023-11-09,2024-06-16,750333.03,61273.57
C00886, V403,,2023-06-22,2025-04-08,130522.03,85496.58
C00887, V347,CAT07 ,2023-11-05,2024-12-19,888160.42,30121.49
C00888,V420 ,CAT04,2023-02-07,2024-12-02,853176.23,52375.36
C00889,V053, CAT04,2023-08-21,2025-11-19,583067.96,41956.79
C00890,v426,cat09,2023-09-26,2025-12-06,391076.19,57965.62
C00891,V279,CAT02,2023-08-06,2024-10-20,698188.8,86264.19
C00892,V076 ,CAT09,2023-05-14,2025-10-25,879773.42,88442.18
C00893,V438 ,CAT09,2023-04-26,2025-03-03,162848.04,67617.39
C00894,V233,CAT07,2023-02-23,2025-05-18,393153.6,93730.82
C00895,v285,CAT01,2023-04-14,2025-08-30,845625.14,92175.17
C00896,V084,CAT10 ,2023-06-21,2025-05-23,126328.86,
C00897,V391,CAT04,2023-09-18,2024-12-09,92745.24,61907.06
C00898, V144,CAT10,2023-05-18,2025-11-23,290364.62,67488.48
C00899,v095,cat01,2023-02-09,2025-04-28,654886.29,59249.58
C00900,V300,CAT10,2023-11-01,2025-09-29,369909.66,74034.11
C00901,V495,CAT02,2023-01-26,2024-06-18,718377.81,
C00902,V079,CAT10,2023-01-27,2025-03-25,969158.24,24644.27
C00903, V426,CAT04,2023-12-07,2025-04-23,318705.54,52707.81
C00904,V313,CAT06,2023-09-24,2024-08-18,496227.35,35785.29
C00905, V296, CAT02,2023-08-29,2025-06-14,470316.64,58134.23
C00906,V219,CAT06,2023-10-30,2025-01-25,581129.59,
C00907,V425,CAT04,2023-09-13,2025-09-26,474002.82,33212.73
C00908,V497,cat07,2023-10-10,2024-08-23,943933.56,92774.74
C00909,v231,CAT05,2023-11-25,2025-01-18,122966.38,49865.08
C00910, V469,cat09,2023-10-15,2025-10-30,813221.79,24054.45
C00911,V078,CAT08,2023-12-28,2024-10-08,729352.28,33531.05
C00912,V377,CAT01,2023-04-02,2025-12-03,866247.07,15216.06
C00913,V086,CAT09,2023-04-23,2024-06-07,155269.45,55545.6
C00914,V444, CAT02,2023-03-06,2024-09-21,136846.57,48984.8
C00915,V124,CAT05 ,2023-07-13,2024-08-08,913070.43,7051.9
C00916, V423,CAT10,2023-02-18,2024-12-21,257131.9,80716.86
C00917,V438,CAT03,2023-08-31,2025-12-24,450170.0,94320.88
C00918,V139, CAT09,2023-01-03,2024-09-10,991265.47,35196.29
C00919,V005,CAT06,2023-08-12,2025-09-29,401003.97,22736.1
C00920,V203,CAT02,2023-08-30,2025-09-16,330394.33,
C00921,V169 ,CAT02,2023-06-15,2024-12-20,894703.35,77979.64
C00922,V377 ,CAT02,2023-08-09,2024-08-22,610421.23,22328.54
C00923, V423,CAT10,2023-07-07,2025-06-07,842565.03,
C00924,V151,CAT07,2023-05-25,2025-05-29,126986.08,24626.31
C00925, V047,cat09,2023-02-16,2024-09-28,835030.5,73271.94
C00926,V321 ,CAT01 ,2023-04-20,2024-07-04,901789.15,84774.96
C00927,V331,CAT02 ,2023-05-17,2024-07-27,249952.13,84831.13
C00928,V259,CAT03,2023-10-05,2024-06-18,756768.32,51432.19
C00929,V025, CAT03,2023-03-06,2024-09-14,770400.77,8967.23
C00930,V173,CAT09,2023-12-12,2025-11-25,487024.15,
C00931,v253,CAT07,2023-04-04,2025-07-28,68907.67,79222.83
C00932,V349,CAT08,2023-12-17,2025-06-08,333716.74,47926.69
C00933,V377, CAT01,2023-09-18,2025-06-26,929925.36,18364.47
C00934,V134,cat03,2023-05-01,2025-06-06,609483.94,84741.07
C00935,v404,CAT04,2023-12-03,2025-07-20,856309.75,48430.85
C00936,V010,CAT10,2023-09-13,2025-07-10,70458.09,20144.22
C00937,v205,cat02,2023-04-06,2025-02-21,921907.95,10944.33
C00938, V305, CAT01,2023-02-17,2024-11-06,762342.14,97008.03
C00939,v362,CAT08,2023-02-25,2025-11-23,141535.22,6318.17
C00940,V172,CAT06,2023-09-04,2025-06-25,920508.23,42968.23
C00941,v050,CAT03,2023-07-15,2024-08-03,472538.79,61989.96
C00942,V193,CAT10,2023-09-30,2025-02-24,106467.78,42076.03
C00943, V010,CAT08,2023-01-05,2025-08-10,787978.53,46279.19
C00944,V458 ,CAT01,2023-10-26,2025-03-06,990821.66,76375.12
C00945,V099,CAT04,2023-04-06,2024-07-05,910789.7,28666.22
C00946,v073,CAT03 ,2023-03-29,2024-06-30,263672.57,8866.76
C00947,V028,CAT03,2023-09-17,2025-11-15,692114.25,37910.98
C00948,V233, CAT02,2023-07-16,2024-10-01,334946.36,60078.77
C00949,V075, CAT03,2024-01-01,2025-08-29,920995.62,
C00950,V074, CAT08,2023-03-30,2025-08-06,837556.08,71318.17
C00951,V492 ,CAT02,2023-03-12,2024-09-18,828677.83,68395.73
C00952,v204,CAT10 ,2023-03-02,2024-10-07,936419.85,6526.09
C00953,V085 ,cat02,2023-10-15,2024-09-14,350006.11,99227.19
C00954,V460,CAT02,2023-09-13,2025-03-29,290278.84,84724.0
C00955,v315,cat06,2023-09-17,2024-07-03,335714.57,84259.27
C00956,v371,cat05,2023-05-24,2024-10-16,77758.27,82300.34
C00957,V087 ,CAT06 ,2023-03-20,2025-04-13,277749.66,40726.83
C00958,V134,CAT03,2023-12-23,2025-09-11,275341.16,36790.11
C00959,V153 , CAT06,2023-02-12,2024-09-03,401097.76,57851.58
C00960,V255,CAT02,2023-03-25,2025-02-13,292131.53,51680.51
C00961,V057,CAT08,2023-09-21,2025-09-27,447972.79,14121.69
C00962, V404,CAT06 ,2023-10-06,2024-12-16,320085.71,92926.16
C00963,V050,CAT01,2023-11-05,2025-03-30,813832.08,91188.52
C00964,V307,CAT06,2023-04-27,2025-03-11,109183.47,76401.7
C00965,V265, CAT02,2023-04-09,2025-04-30,334762.95,22883.88
C00966, V243,CAT09,2023-01-16,2024-06-27,85813.33,45307.15
C00967,v271,cat04,2023-12-07,2024-12-23,220708.25,
C00968,V226 ,cat09,2023-03-05,2025-08-14,572877.71,78089.05
C00969, V426,CAT02 ,2023-09-11,2025-02-15,142508.57,85060.88
C00970,V047, CAT04,2023-08-24,2025-09-28,286459.55,92908.4
C00971,v172,CAT03,2023-07-01,2025-10-28,496284.31,52011.42
C00972,V374,CAT05,2023-01-07,2025-08-12,468104.85,31999.15
C00973,V107 ,CAT04,2023-02-11,2025-06-30,944971.62,63093.23
C00974, V110,CAT10,2023-10-27,2024-09-29,57200.27,7327.7
C00975, V334,cat05,2023-07-25,2024-08-03,343907.55,
C00976,V090,CAT03,2023-03-19,2025-02-15,133537.57,65233.53
C00977,V352,CAT03,2023-08-23,2024-09-10,197739.79,44397.63
C00978,V176 ,CAT04,2023-05-20,2025-02-27,789387.05,87306.57
C00979,v052,CAT10 ,2023-01-13,2024-08-06,944153.16,78439.33
C00980,V461,cat02,2023-07-20,2024-07-01,539987.23,99272.25
C00981,V423,cat08,2023-07-04,2025-03-03,772681.25,20193.67
C00982, V148,CAT09,2023-01-30,2025-02-11,898325.24,53110.95
C00983,V376, CAT04,2023-02-11,2025-04-01,859111.33,79629.51
C00984,v105,CAT04 ,2023-07-09,2025-07-20,851911.2,35937.34
C00985,V270,CAT08 ,2023-10-14,2024-12-24,639154.74,39662.26
C00986,,cat07,2023-02-12,2024-11-21,50129.86,10219.0
C00987,V178 ,cat03,2023-12-15,2025-12-21,225565.06,63897.87
C00988,V407 ,CAT01,2023-07-05,2024-10-02,464525.71,
C00989,V350,cat03,2023-08-17,2025-04-30,387272.97,93405.4
C00990,V284,CAT07,2023-08-06,2025-08-15,489939.66,80609.9
C00991,V486,CAT09,2023-02-02,2024-10-06,183647.74,63911.42
C00992,V135 ,CAT03,2023-03-28,2025-03-04,605403.49,26872.3
C00993, V133,CAT07,2023-09-18,2024-11-10,884740.18,32197.31
C00994,v004,CAT04,2023-03-20,2024-11-05,225948.53,36601.86
C00995,V049 ,cat01,2023-01-01,2024-11-26,62488.42,86955.14
C00996,V133,cat03,2023-03-01,2024-07-18,929822.68,56328.66
C00997,v283,cat05,2023-11-03,2025-09-16,744333.31,54634.69
C00998,V306 ,CAT10,2023-11-09,2025-11-14,621813.03,38945.04
C00999,V499,CAT10,2023-06-30,2025-07-30,216171.72,71642.93
C01000,V384, CAT02,2023-01-04,2025-03-30,237666.14,98360.49
