po_id,po_line_id,vendor_id,category_id,region_id,order_date,ordered_amount,currency
PO04283,POL1,V172, CAT04, LATAM,2023-11-01,28937.54,usd
PO04284, POL3,v050, CAT09,APAC,2024-08-25,92823.32, USD
PO04285,POL3,V347,CAT04,NA ,2023-09-04,22167.41,USD
PO04286,POL3,V414,CAT04 ,NA,2023-07-07,29820.59, USD
PO04287,POL3,V436, CAT06,APAC ,2024-05-06,84728.63, USD
PO04288, POL2,V495,CAT08,APAC ,2023-09-03,94569.91,USD
PO04289,POL2,V175,cat01,LATAM,2024-07-20,10162.26,USD
PO04290,POL2,V353,CAT04,EMEA ,2023-09-21,59678.29,USD
PO04291,POL3 ,V352,CAT03 ,APAC,2024-06-28,1438.46,usd
PO04292,POL3,,cat03,latam,2024-07-12,25776.68, USD
PO04293,pol2,V269,CAT06,APAC,2024-04-30,3963.7,USD
PO04294,POL2,V243 ,CAT07,APAC,2024-03-05,2257.37,
PO04295,pol2,v257,CAT01 ,LATAM,2023-03-18,69248.29,
PO04296,POL1,V442,CAT09,APAC,2023-01-07,97187.99,USD
PO04297,pol1, V303,CAT06,APAC,2023-02-27,22165.18, USD
PO04298,, V486,CAT06,APAC,2024-11-04,67689.49,
PO04299, POL3,V438 ,CAT04 ,EMEA ,2023-11-20,40439.81,
PO04300, POL2, V453,CAT08,latam,2024-09-29,86730.07,USD
PO04301,POL1,v196,CAT01,na,2023-09-14,70112.71, USD
PO04302, POL3,V203,CAT06,EMEA,2024-07-04,25578.92,usd
PO04303,POL3,V218,CAT09,EMEA,2023-05-26,20824.49, USD
PO04304, POL1,v448,CAT06,NA,2024-04-29,60206.64,
PO04305,POL1,V414 ,cat09,NA,2023-02-12,96322.8,USD
PO04306,pol3,v377,CAT08,LATAM ,2024-03-04,77318.42,
PO04307,pol2,v336,CAT05,NA,2024-09-03,47698.26,USD
PO04308,POL1,V317,CAT02,APAC,2023-02-09,93559.47, USD
PO04309,POL2,v325,CAT09,NA,2024-07-20,9214.1,USD
PO04310,POL2 ,V382 ,CAT06,LATAM ,2024-04-14,90364.42,usd
PO04311,pol2,V432,CAT02 , APAC,2024-10-30,26053.54,usd
PO04312,POL1 ,v123,CAT07,NA,2023-04-25,45704.31,
PO04313,pol3,V465 ,CAT10,APAC ,2023-08-06,6878.58,USD
PO04314, POL3,V332,CAT08, EMEA,2023-04-02,66400.29,USD
PO04315,POL1,V067,cat07,APAC,2024-09-21,94869.14, USD
PO04316, POL3,v187,cat03,LATAM,2024-04-17,73460.99,usd
PO04317,POL2,V087,CAT07 ,LATAM,2023-06-09,72750.32, USD
PO04318,pol2,V287,CAT05 , NA,2024-06-06,, USD
PO04319,POL1,V426,CAT06,EMEA,2023-12-20,52488.91, USD
PO04320,POL1, V204,CAT07, APAC,2024-06-08,56615.27,USD
PO04321, POL3,V329 ,CAT08 ,APAC,2023-02-25,62519.56, USD
PO04322,POL1,v450,CAT10 ,LATAM,2023-06-05,22453.91, USD
PO04323,POL3 ,V413 , CAT10,NA ,2023-01-01,32228.77, USD
PO04324,POL1,V284,CAT04,emea,2024-06-16,8927.27, USD
PO04325,POL1 ,V396,CAT03,APAC ,2023-06-12,60165.13, USD
PO04326,POL3 ,V004,cat09,LATAM,2023-02-18,41750.7, USD
PO04327, POL1,V111,cat03,APAC ,2024-12-10,14559.65,usd
PO04328, POL2,V191,CAT05 ,APAC,2024-11-06,94697.82, USD
PO04329,pol3,V097,CAT10, APAC,2024-11-14,60370.8,
PO04330,pol1,V062,cat07, EMEA,2024-02-17,97480.72, USD
PO04331,POL3,V195, CAT03,EMEA,2023-10-27,5413.82,usd
PO04332, POL1,V269 ,CAT07 ,APAC ,2024-02-01,73412.69, USD
PO04333,POL3,v416,CAT09,LATAM,2023-01-24,43359.84, USD
PO04334,POL1,V114, CAT06, APAC,2023-05-13,54444.64,usd
PO04335,POL3,V496 ,CAT02,APAC,2024-06-23,17826.39,usd
PO04336,POL2 ,V045, CAT04,latam,2024-06-15,86519.05,usd
PO04337,pol1, V451,CAT06,EMEA,2024-11-27,66208.08,usd
PO04338,POL1,V416 ,CAT02, LATAM,2024-10-06,15631.47,
PO04339,POL2,V430,CAT03 ,LATAM,2023-07-20,75518.59, USD
PO04340,POL1 , V024,CAT08 ,APAC,2024-02-23,58210.69,
PO04341,POL2, V209,CAT08, APAC,2024-06-13,51168.8,
PO04342, POL1,V446,CAT04,APAC,2024-01-05,68040.55, USD
PO04343,POL2, V298,CAT03,EMEA,2024-05-11,67352.41,
PO04344,POL3,v457,cat02, NA,2024-06-30,19591.89, USD
PO04345,POL3,v240,CAT02,NA ,2024-02-25,72881.06,USD
PO04346,POL3,V137, CAT07,NA ,2023-02-08,82842.5,usd
PO04347,POL1,V489,CAT06 ,NA,2023-04-02,4877.07,usd
PO04348,POL2, V222,CAT09, LATAM,2023-12-21,15635.4, USD
PO04349, POL3, V112,CAT05,EMEA,2024-06-19,56440.92, USD
PO04350,POL3 ,V463,CAT04,APAC,2023-01-09,97547.32,USD
PO04351,POL2,v402,CAT06,APAC,2023-09-20,50779.17, USD
PO04352,POL2,V136,CAT08,APAC,2023-09-08,12456.49,USD
PO04353,POL3 ,V076,CAT08 ,APAC,2024-09-27,61000.31, USD
PO04354,pol2,V489 , CAT01,APAC,2023-08-09,72205.16,
PO04355,POL3,V419,CAT10,emea,2024-09-16,58785.05, USD
PO04356,POL3, V450,cat07,APAC ,2024-06-29,18099.81, USD
PO04357,POL3 ,V322,cat06,LATAM ,2024-07-17,17312.53, USD
PO04358,POL1 ,V248,CAT08,latam,2024-11-27,28327.16,
PO04359,POL3,V350 ,CAT01,APAC,2023-03-27,76591.94, USD
PO04360,POL1 ,V059,CAT04 ,LATAM,2024-10-30,47093.68,USD
PO04361,POL2,v135,CAT03,NA ,2024-06-07,94570.29,usd
PO04362,POL3 ,v244,CAT09 ,NA,2024-03-16,6923.46,USD
PO04363,POL1 , V104,CAT05,LATAM ,2024-08-15,96377.58,usd
PO04364,POL2 ,v442,CAT10,EMEA,2024-03-03,23028.32,USD
PO04365,POL3 , V045,CAT03 ,LATAM ,2024-04-26,90863.45,USD
PO04366,POL2,V456,cat03,EMEA,2023-12-08,31755.91, USD
PO04367,POL3,V336,CAT04 ,APAC,2023-01-06,25061.09,USD
PO04368,POL1,V485,cat01,APAC,2023-11-02,32219.49,USD
PO04369,POL2,V108,CAT02,APAC,2023-11-03,95976.96, USD
PO04370,POL2,V485 ,CAT07,NA ,2024-03-07,40687.0,usd
PO04371,pol2,V343, CAT05, NA,2023-10-04,, USD
PO04372,POL3,V352,CAT04 ,NA ,2024-10-09,97592.56,usd
PO04373,POL3 ,V096,,APAC,2024-12-05,54433.99,
PO04374,POL3,V372,CAT06,NA,2023-08-03,58370.04,USD
PO04375, POL3,V241,CAT05,APAC,2024-12-27,4789.08,usd
PO04376,POL3 ,V241,CAT02 ,NA,2023-02-22,1884.65, USD
PO04377,POL1,V326,cat02,NA ,2024-05-20,20317.56,
PO04378,pol2,V278,cat04,APAC ,2024-05-24,48136.83,
PO04379,POL3 , V483,CAT09,NA ,2023-07-06,7898.32, USD
PO04380,POL3,v123,CAT10 ,NA,2023-02-18,68841.0,
PO04381,pol2, V473,CAT02, EMEA,2024-04-23,28403.06, USD
PO04382,POL1, V292,CAT02,EMEA,2024-11-09,,USD
PO04383,pol2,V252 ,CAT08 ,EMEA ,2024-06-08,74815.22,usd
PO04384,POL3 ,V307,CAT08,LATAM,2023-02-18,11411.86, USD
PO04385, POL3,V495,CAT05, EMEA,2023-07-11,77613.35,
PO04386,pol2, V053,CAT05,EMEA,2024-07-12,12687.34, USD
PO04387,POL3,v466,CAT05,APAC,2023-06-10,16001.27, USD
PO04388,pol1,v211,CAT06,APAC,2024-12-14,36138.23,USD
PO04389, POL2,V005,CAT04, APAC,2024-04-15,41037.62, USD
PO04390,POL1,V259,CAT04,EMEA,2023-08-19,86066.17,USD
PO04391,POL1,V251,cat08,LATAM,2024-08-03,84732.36,USD
PO04392,POL2,V023,CAT07,NA ,2024-06-29,43113.69,usd
PO04393,POL2,V208 ,CAT09 ,APAC,2023-02-16,7196.53,usd
PO04394, POL3,V061,CAT04, LATAM,2024-08-15,67124.23,usd
PO04395,POL1,v219,CAT02,EMEA,2024-09-18,24251.21,usd
PO04396,POL1 ,V019,CAT05,NA,2024-07-01,77028.52,USD
PO04397,POL3 ,V105, CAT08,emea,2024-06-07,28062.67, USD
PO04398, POL2,V331,CAT01, NA,2024-11-16,86417.12,
PO04399,POL3, V375,CAT01,NA,2024-08-14,82956.21, USD
PO04400,POL2 ,V413 ,cat05,LATAM,2023-12-07,4589.56,USD
PO04401,POL1,V265 ,CAT05,APAC,2023-08-19,24896.61,usd
PO04402, POL3,V237,CAT04,na,2024-05-05,22765.01,usd
PO04403,POL1,V169,CAT07 ,emea,2024-04-13,90857.13,
PO04404,POL2,V348 ,CAT06,NA,2023-11-13,91487.64,USD
PO04405,POL1, V450,CAT10, APAC,2024-04-02,47690.09,
PO04406,POL3 ,V246,cat02,APAC,2024-12-30,7819.84, USD
PO04407, POL2,V315,CAT04,na,2024-02-04,29490.36,
PO04408,pol2,V444,CAT03,LATAM,2024-10-01,11236.76,USD
PO04409, POL3,V420, CAT07,NA,2023-08-01,50293.94,usd
PO04410,POL1,V340, CAT08,LATAM,2023-01-27,25199.68,usd
PO04411,pol1,V132,cat08,emea,2023-10-23,54585.16,
PO04412,POL3,V220,CAT10,NA,2024-12-25,36839.23,
PO04413, POL2,V167, CAT05, LATAM,2023-12-14,34081.36,usd
PO04414,pol1,V425 ,CAT07 ,LATAM ,2023-03-15,45484.17,usd
PO04415, POL3,V137,cat10,EMEA,2023-02-07,50308.46,
PO04416,POL3,V288 ,CAT04 ,APAC,2024-12-29,10227.17, USD
PO04417,POL3,V381,CAT03,APAC,2024-01-07,16558.08,
PO04418, POL3,V103, CAT06,EMEA,2024-07-02,44535.38,
PO04419,POL3,V018 ,CAT01,apac,2024-12-31,18103.28,usd
PO04420,POL3,V224,CAT06,APAC ,2023-08-11,82471.56,
PO04421,pol2,v423,CAT08,LATAM,2024-05-13,86746.85,USD
PO04422,POL2 ,V318,CAT05,LATAM ,2024-07-17,4678.74,usd
PO04423,POL1, V064,CAT04 ,APAC,2023-11-14,, USD
PO04424, POL3,V106,CAT10 , LATAM,2024-09-06,79549.47,USD
PO04425,POL2 ,V020,CAT03, APAC,2024-06-09,, USD
PO04426, POL2,V486,CAT07,LATAM,2024-03-15,97202.43, USD
PO04427, POL3, V206,CAT01, APAC,2023-02-11,28939.73, USD
PO04428,pol2,V011,CAT08 ,APAC,2023-03-04,38490.91, USD
PO04429,POL1, V457,CAT01,NA,2024-01-19,3229.53,usd
PO04430,POL1,v184, CAT05,apac,2023-11-03,79657.58,usd
PO04431,POL2,V181,cat02,latam,2023-05-23,59267.11,usd
PO04432,POL2 ,V126,CAT05,LATAM,2024-01-04,8953.63,
PO04433,pol2,V330,CAT10,na,2023-03-14,4807.76,usd
PO04434,pol3,V181,cat04,LATAM,2024-06-27,80587.94,
PO04435,POL1 , V431,CAT05,LATAM ,2024-06-09,32847.16,USD
PO04436,POL1 , V350,CAT03 ,NA,2024-03-21,11927.53,usd
PO04437, POL2,V014,CAT03, NA,2024-10-26,24857.47,
PO04438,POL3,V500 ,CAT07,NA ,2024-06-15,83294.04,
PO04439,POL3,V111 , CAT10,LATAM ,2024-09-18,5665.89, USD
PO04440,POL1 , V003, CAT04,EMEA,2023-02-21,16928.64,USD
PO04441,POL1,V103,CAT06, NA,2024-11-29,77788.38,usd
PO04442,POL3,V072,CAT10, LATAM,2023-12-25,41553.43,usd
PO04443,POL3,V355,CAT10,latam,2023-12-26,90594.51,USD
PO04444,POL2 ,V065,CAT05, LATAM,2023-01-18,63411.64,
PO04445, POL2,V155,CAT10 , APAC,2024-05-18,1590.62,USD
PO04446, POL2,V401,CAT02 ,NA,2024-04-27,64887.74, USD
PO04447, POL1,V122,CAT08, LATAM,2024-06-06,23465.63, USD
PO04448,POL3,V466 ,cat05, EMEA,2024-07-06,78570.38,usd
PO04449,POL1,v272,CAT06 ,LATAM,2023-09-26,83517.64,
PO04450,POL3,V112 ,CAT02,LATAM,2023-08-21,28927.15, USD
PO04451,POL3,v228,CAT09,LATAM ,2024-08-17,,
PO04452, POL2, V308, CAT06,NA,2024-08-08,58473.51,USD
PO04453, POL1,V301,cat09,LATAM,2024-01-14,13045.34, USD
PO04454,POL3,V077,CAT07,APAC,2024-11-01,26420.77, USD
PO04455,POL1,V169 ,CAT08,LATAM,2024-11-07,3866.56,usd
PO04456,POL1,V122, CAT01,EMEA,2023-01-23,4958.7, USD
PO04457,POL2 ,V192,CAT02,EMEA,2024-09-12,76041.18, USD
PO04458,POL3,V081,CAT09,NA ,2023-04-14,22699.22,USD
PO04459,POL1,V348,CAT04,EMEA,2024-06-29,18950.31,usd
PO04460,POL2,V446 ,CAT05 ,LATAM,2023-03-23,9645.12,
PO04461,POL2,V437 , CAT05,NA,2023-10-24,21603.59, USD
PO04462,POL3,V445,CAT06,emea,2024-09-19,68319.57,usd
PO04463,POL2,V176 ,cat06,EMEA,2024-06-25,31101.82,
PO04464, POL2,V187,CAT05, LATAM,2024-11-05,60252.11,USD
PO04465,POL1,V215,CAT04,APAC ,2023-08-08,55847.37,
PO04466,POL2 ,V270, CAT04,APAC ,2023-12-04,89594.38, USD
PO04467, POL2,V173,CAT06,latam,2023-02-15,75805.36,USD
PO04468, POL3,V022,CAT05,APAC,2023-06-23,5753.56, USD
PO04469,POL1,V064,CAT04,NA,2024-03-10,83884.7, USD
PO04470,pol1,V373,CAT04 ,EMEA,2023-12-28,91330.28,usd
PO04471,pol1,V169 ,CAT03 ,latam,2023-06-08,18907.52,
PO04472,POL3,v380,CAT02, NA,2024-06-26,36927.84,usd
PO04473,POL2,V053 ,cat05, EMEA,2024-05-05,69099.85,usd
PO04474,pol2,V008,cat01,APAC,2024-08-08,58649.9,
PO04475,POL3 ,V151 ,CAT09,APAC,2023-02-06,22054.36,
PO04476,POL3,V300,CAT10,EMEA,2023-11-25,19133.84,USD
PO04477,POL3 ,V433,CAT03 ,NA,2024-09-19,90059.24,usd
PO04478, POL3,V262,CAT08 ,LATAM,2024-04-04,59526.92,USD
PO04479, POL3,V131,cat08,APAC,2023-08-16,48816.5, USD
PO04480,POL1,V149 ,CAT02,EMEA,2023-01-05,98270.08,USD
PO04481,POL2,V014, CAT02,NA ,2024-11-16,75251.79,usd
PO04482,pol3,V212 ,CAT01,NA,2024-12-14,29152.22, USD
PO04483,POL2,V178,CAT03 ,LATAM,2024-04-03,64012.45,USD
PO04484,POL2, V358,CAT06,EMEA,2024-03-28,26211.7,usd
PO04485,POL1,V189, CAT07,na,2024-05-14,75798.57, USD
PO04486,pol3,V262,CAT03,NA,2024-07-26,74653.3, USD
PO04487,POL3, V260,CAT06,LATAM,2023-04-23,82700.05,
PO04488,POL1 ,v340, CAT05,APAC ,2023-02-19,40323.27,
PO04489,POL2,v398,CAT07,LATAM,2024-06-28,96697.38, USD
PO04490,POL1 ,V394,CAT03,LATAM,2024-07-17,61797.04,
PO04491,POL2,V255 ,CAT03 ,NA ,2023-04-20,27043.29,USD
PO04492, POL2, V191,cat06,APAC,2023-09-08,77426.21,USD
PO04493,POL2,V190,CAT02,NA,2023-02-11,89348.35, USD
PO04494,POL1,V061,CAT05,EMEA,2024-01-16,,USD
PO04495,POL1,V230 ,CAT10,NA,2024-03-25,1154.9,USD
PO04496,pol2,V378,CAT08,EMEA,2023-12-15,15216.01,USD
PO04497,POL3,v128,CAT01,na,2023-10-04,72495.71,USD
PO04498,POL3,v316,CAT02,LATAM,2023-04-13,15569.41, USD
PO04499,POL3,V032, CAT10,NA,2023-01-21,76711.39, USD
PO04500,POL2 ,V170, CAT07,NA,2023-01-10,32148.82,USD
PO04501,POL1,V146 ,CAT04,NA,2023-07-26,81565.15,
PO04502,POL1,v292,CAT07 ,na,2023-04-11,87510.72,USD
PO04503,POL1,V237,CAT05,emea,2024-02-27,68135.45,
PO04504,POL2,v433,CAT01,EMEA,2024-08-22,25104.28,USD
PO04505,POL1 ,V219,CAT07,emea,2024-09-12,78228.35, USD
PO04506,POL1 ,v289,CAT04,APAC,2024-02-04,70671.86,USD
PO04507,POL3,V338,CAT06,NA ,2023-06-09,70714.23,
PO04508,POL2,V079, CAT08,APAC,2023-03-20,,usd
PO04509,pol3,V114,CAT09 , APAC,2023-07-29,58857.36,USD
PO04510,POL2,v477,cat06,LATAM,2024-08-10,79358.9,
PO04511,POL1,V221,cat09,NA ,2023-06-30,97167.79,USD
PO04512,POL3,v376,CAT03,EMEA ,2023-07-21,3923.17,
PO04513, POL1, V155,CAT03 ,emea,2024-06-28,63736.58,USD
PO04514,POL2, V467,CAT07,NA,2023-05-03,16193.55, USD
PO04515,POL2,v252,CAT10,APAC,2024-02-16,3029.03, USD
PO04516,POL2,V204,CAT10,APAC,2024-01-06,48624.1, USD
PO04517,pol1,V033,CAT07,EMEA,2023-03-28,58131.95,usd
PO04518,POL2,V189,CAT10,NA,2023-09-23,41343.27,usd
PO04519, POL1,V322,cat08,NA,2023-05-16,28701.28,USD
PO04520, POL1,V255,cat08,APAC,2024-10-08,92378.63,usd
PO04521, POL2,V420 ,CAT10,NA ,2023-09-15,29077.71,
PO04522,POL2 ,V145 ,CAT04, LATAM,2023-08-06,60715.13,
PO04523,POL1,V285 ,CAT10,APAC,2023-05-31,41784.49, USD
PO04524,POL1 ,V181 ,CAT10,LATAM,2024-09-11,88150.73, USD
PO04525,POL3,v455,CAT08,na,2023-10-09,72466.96, USD
PO04526, POL1,V411,CAT03,apac,2023-06-13,40327.16,USD
PO04527,POL3,V218,CAT02,APAC,2024-10-14,21101.8,USD
PO04528,POL3 ,V110,CAT01 ,APAC ,2024-09-26,59967.43,usd
PO04529,POL3 ,v497,CAT02,emea,2023-06-06,20930.13, USD
PO04530,POL2 ,V359,CAT08 ,APAC,2024-06-19,18288.72, USD
PO04531,POL3,V213, CAT09,EMEA,2024-12-08,95708.32,usd
PO04532,POL3,V287, CAT08,LATAM,2023-11-11,3795.38,usd
PO04533,POL2,V183 ,cat04, NA,2023-01-10,72383.63,
PO04534,POL3,V412,CAT01, LATAM,2024-03-11,25096.86, USD
PO04535,POL3,V016,cat10,LATAM,2023-10-28,86187.18,USD
PO04536, POL3, V368,CAT07,APAC,2023-12-05,17128.9,
PO04537,pol1,V041 ,CAT09,NA,2023-07-30,66379.98, USD
PO04538,POL2,v467,CAT05, APAC,2023-08-28,32461.91,
PO04539,POL2, V287,CAT07, LATAM,2024-07-12,5849.21,USD
PO04540,POL2,V048,CAT01,NA,2023-11-10,65352.78,usd
PO04541,POL2 , V234,CAT07,,2024-01-04,84514.05,USD
PO04542,POL1,V201,CAT02,LATAM,2023-06-16,53196.04,usd
PO04543, POL1,V399, CAT05,EMEA,2023-11-03,65929.14,USD
PO04544, POL1,V495,CAT10,LATAM ,2024-04-05,31464.27, USD
PO04545,POL1,V343,CAT06 ,LATAM,2024-09-13,32572.49,
PO04546,pol2,V269,CAT04 ,LATAM,2024-09-18,60467.9,USD
PO04547,POL2 ,V260,CAT06,NA,2024-10-17,86682.79,
PO04548,POL1,V348,CAT01,latam,2023-09-26,69273.1,usd
PO04549,POL2,V018,CAT01,NA ,2023-04-20,17602.38,USD
PO04550,POL1,V391,CAT03,NA,2024-09-09,31053.0,USD
PO04551,pol2,V041 ,CAT07,EMEA ,2024-04-20,66848.02,usd
PO04552,POL1,V431,CAT09,EMEA,2023-07-27,30000.39,USD
PO04553,POL2,V083,CAT06,LATAM ,2023-12-08,28475.76,USD
PO04554,pol2, V017,CAT08 ,LATAM,2024-04-01,34082.31,USD
PO04555,pol2, V352,CAT09 ,EMEA,2023-04-21,28380.1,usd
PO04556,POL2 ,V363,CAT03 ,latam,2024-07-03,48087.37,usd
PO04557, POL1,V222,CAT10 ,NA,2024-07-10,5827.65,
PO04558,POL2 ,V022, CAT03,LATAM ,2023-07-04,3139.61,USD
PO04559,POL3, V341,CAT06, NA,2024-06-15,96215.94,usd
PO04560,POL1,v279, CAT07,LATAM,2024-01-15,26783.03, USD
PO04561,POL3,V266,CAT01,EMEA,2023-07-30,36535.19,USD
PO04562,POL2,V488,CAT02, APAC,2023-08-29,34227.63, USD
PO04563,POL3,V315 ,CAT05, EMEA,2023-05-23,33209.74, USD
PO04564,POL1,v146,CAT10 ,latam,2023-07-26,52549.21,
PO04565,POL1,V267,CAT02 ,NA,2023-04-15,15237.85, USD
PO04566,POL2,v212,CAT02 ,latam,2024-09-16,55510.74,usd
PO04567,POL3,V207 ,CAT01,NA,2023-12-23,21822.74,
PO04568,POL1 , V451,CAT02,APAC,2023-05-06,40332.3, USD
PO04569,POL2, V379,CAT05 ,APAC ,2023-06-11,4038.88,usd
PO04570,POL1,V154,CAT03,LATAM,2023-04-11,47362.14,USD
PO04571, POL1,V096,CAT07,emea,2024-12-12,72818.8,usd
PO04572,POL1,V393 , CAT07,LATAM,2023-12-04,61919.71,
PO04573,POL2,V247,CAT03 , APAC,2023-10-03,35979.81,USD
PO04574,POL2,V418 ,CAT08,NA,2024-10-12,59056.46,USD
PO04575,POL1 ,v435,CAT05,APAC,2024-06-27,47695.19, USD
PO04576,POL1,V332, CAT10, EMEA,2024-03-27,41139.37,
PO04577,POL2,V351,CAT05,NA,2024-07-08,99029.45,
PO04578,pol3,v254,CAT07 ,APAC,2024-11-03,33017.19,USD
PO04579,POL3 ,V209,CAT03,emea,2024-09-13,19293.28, USD
PO04580,POL1 ,V402,CAT02,APAC,2024-05-12,88112.98,USD
PO04581,pol3,V048,CAT05,EMEA,2023-02-13,84787.99, USD
PO04582,POL2,V243,CAT04,APAC ,2024-06-21,61024.63,USD
PO04583,POL2,V155,CAT07 ,NA,2024-03-31,1528.85,
PO04584, POL2,V087,CAT03,LATAM,2023-11-15,38181.37,
PO04585, POL2,V229 , CAT07,EMEA,2024-01-30,78026.48,
PO04586,POL1,v478,CAT01,LATAM,2024-05-14,41030.61,
PO04587,POL1,V418, CAT09,LATAM,2023-09-27,52872.23,USD
PO04588, POL3,V292 ,CAT05,NA,2023-03-02,85528.17,
PO04589, POL1,V128 ,CAT07 ,EMEA,2024-09-26,20892.57,usd
PO04590,POL1 ,v170,CAT03,latam,2023-01-10,22105.39,
PO04591,POL2, V160,cat01, LATAM,2024-11-24,65099.57, USD
PO04592,pol1, V315,CAT01,EMEA ,2024-01-25,19498.33,
PO04593,POL2,V321,CAT08,APAC ,2023-04-22,53873.58, USD
PO04594,POL3,V299, CAT10,latam,2023-10-02,81940.24,usd
PO04595,POL3,V285,CAT06,LATAM,2023-08-10,,USD
PO04596,POL1,V193,CAT06, APAC,2023-11-21,50613.79,usd
PO04597,pol1,V199, CAT08,APAC ,2024-01-24,85657.95,
PO04598,POL1,V414,CAT04, APAC,2024-11-23,60390.59,
PO04599,POL1, V339,CAT03 ,EMEA ,2024-10-08,6229.3,usd
PO04600,POL2,V430,CAT04,NA ,2023-09-11,42201.56,usd
PO04601,pol2,V405,cat08, EMEA,2023-03-07,14772.04,USD
PO04602,pol3,V396,CAT01,na,2023-01-26,64423.59,USD
PO04603,POL1,V070,cat04,NA,2024-07-04,50479.68,
PO04604,POL3 ,V252, CAT06,NA ,2023-06-06,43729.2,USD
PO04605, POL3, V116,CAT06,EMEA,2023-08-30,52150.66, USD
PO04606, POL1,V249,CAT08,NA,2023-07-06,90960.72, USD
PO04607,pol2,v139, CAT02,NA,2024-10-16,53124.43,
PO04608, POL2, V346, CAT04,EMEA,2023-03-14,33900.59,USD
PO04609,pol1,V264 ,cat03, LATAM,2023-04-23,20056.83,
PO04610,POL2,V362,cat10,,2023-05-05,9665.45,USD
PO04611,POL1,V494,CAT05 ,APAC,2023-12-08,9184.59,USD
PO04612,POL1,V126 , CAT02, APAC,2023-01-16,53838.83, USD
PO04613,POL2 ,V404,CAT02 , EMEA,2024-06-15,4776.96, USD
PO04614,pol2,V198 ,CAT02,EMEA,2023-07-11,,usd
PO04615, POL3,V346,CAT04, APAC,2023-10-30,19665.03,
PO04616,POL2,V205,cat05,emea,2024-11-28,83150.46,usd
PO04617,POL3 ,V470 ,CAT07 , LATAM,2024-10-24,63893.39,usd
PO04618,POL3,V423,CAT05,LATAM,2024-06-06,34873.44,USD
PO04619,POL3,V198,CAT10,APAC,2024-03-05,99690.48,USD
PO04620,POL1,V028 ,CAT01,NA,2024-10-23,90030.55,
PO04621,POL1, V035,CAT05, NA,2023-04-02,26701.36,
PO04622,POL3,V470,CAT04,EMEA,2024-10-12,34299.46,
PO04623,POL2 ,V246 , CAT07,EMEA ,2023-04-11,58575.6, USD
PO04624,POL1,V328,CAT07, LATAM,2023-11-01,11827.24,USD
PO04625,pol1,v136,cat04,EMEA,2023-03-22,14273.85,USD
PO04626,POL2,v469,CAT04,latam,2024-02-24,15101.02,
PO04627,POL3 ,V019, CAT05, LATAM,2023-08-11,90247.15, USD
PO04628,POL3 ,V131 , CAT09,LATAM ,2024-01-03,85460.9,
PO04629,POL2,V099,CAT04 , NA,2023-12-10,18315.2,
PO04630,POL1,V130,CAT04,LATAM,2023-12-19,28260.41, USD
PO04631,POL3 ,V150,CAT06,NA,2024-05-10,81395.06,usd
PO04632,POL1,V262 ,CAT10,LATAM,2024-05-30,70663.27,USD
PO04633,pol1,V234,CAT10 ,LATAM,2024-06-21,45408.93,
PO04634,pol1, V189,CAT10 ,APAC,2023-10-06,24443.03, USD
PO04635,POL1,V167,CAT08,NA,2023-03-31,5367.22, USD
PO04636,POL2,V048, CAT04,latam,2023-10-16,79128.85,usd
PO04637,,V178,CAT06, EMEA,2023-12-22,56034.06,USD
PO04638,POL3,v012,CAT10,LATAM,2024-04-12,93799.03,USD
PO04639,POL2, V192,cat07,NA,2023-10-21,46362.02, USD
PO04640,POL1,V115, CAT05, NA,2024-05-05,15493.18,usd
PO04641,POL1,V281,CAT02, APAC,2023-09-05,57749.51,
PO04642,POL2, V045,cat03,NA,2023-12-19,4596.49, USD
PO04643,pol1, V468,cat09,NA,2023-12-19,47206.96,
PO04644, POL3,V364,cat06,APAC ,2024-07-28,3306.94,usd
PO04645,POL3,v476,CAT04,LATAM,2024-04-12,80284.36,usd
PO04646,POL3 , V211,CAT01,EMEA,2024-06-25,14290.93, USD
PO04647,pol3,V096,CAT05 , EMEA,2024-10-21,43204.09,USD
PO04648,POL1,V303,CAT02,LATAM,2024-10-19,85128.27,usd
PO04649,POL3, V400,CAT06, NA,2023-11-24,18043.55,USD
PO04650,pol2,V105,cat07,NA,2024-05-25,46626.91,usd
PO04651, POL1,V206, CAT05,EMEA,2024-01-31,16925.98,USD
PO04652,POL3,V410,CAT02,EMEA,2024-05-05,66960.05, USD
PO04653,POL2,V378,CAT07 ,APAC ,2023-03-21,96646.69,USD
PO04654,POL3, V020, CAT06, APAC,2024-01-31,71757.34, USD
PO04655,POL1,V309 ,CAT07,NA,2023-08-19,79479.15, USD
PO04656,POL1,V179,cat08,APAC,2023-11-07,59011.78, USD
PO04657,POL1,V336 ,cat08,APAC,2023-10-01,76817.5,
PO04658,POL2,v298, CAT08,APAC,2024-05-26,6195.23,USD
PO04659,POL2,V186,cat07,EMEA,2024-04-15,62842.98,usd
PO04660,POL3,v171,,LATAM,2024-07-30,36859.62, USD
PO04661,POL2 ,V010 , CAT02,LATAM,2024-07-21,20647.42, USD
PO04662,POL1,V316,CAT04,APAC,2024-04-02,28603.98,USD
PO04663,POL2,V491 ,CAT09,NA,2023-08-29,81237.37,USD
PO04664,POL1 ,V111,CAT09,APAC,2023-07-24,32206.09,USD
PO04665,POL3,V421 ,CAT02,EMEA,2023-03-26,59395.07, USD
