invoice_id,invoice_line_id,po_id,vendor_id,invoice_date,invoice_amount,invoice_status
INV004600,inv2,PO07219,V037 ,2023-08-30,6303.59,posted
INV004601,INV2,PO06901 , V310,2024-06-27,34872.03,Cancelled
INV004602,INV1,po03403, V230,2023-10-24,16498.71,CANCELLED
INV004603, INV1,PO06271,V177,2024-03-24,66579.33,
INV004604,INV2,PO02599,V153,2024-05-04,75791.12,CANCELLED
INV004605,INV1,PO02970,V461 ,2024-03-09,51762.65,
INV004606,INV2,po03370, V192,2023-09-23,39021.04,Cancelled
INV004607,INV2,po05784,V490,2024-04-14,70050.78,posted
INV004608, INV2,PO04608,V354 ,2023-07-06,93403.95,Cancelled
INV004609, INV1,PO01463,V491 ,2024-04-25,82268.6,POSTED
INV004610,inv1,PO00803,V231 ,2024-05-26,62571.34,CANCELLED
INV004611,inv2,PO02545,v305,2024-02-13,75156.01,Cancelled
INV004612, INV2,PO06290 ,,2023-08-16,,CANCELLED
INV004613,INV1,PO06800,V361 ,2024-04-13,72060.45,Cancelled
INV004614,INV2,po00317,V387 ,2024-01-31,46599.31,posted
INV004615,INV1,PO07735,V284,2024-07-07,93050.28,
INV004616,INV1, PO05149,V407,2024-07-17,56382.44,
INV004617,INV2,PO03684,V359,2024-09-10,92215.52,POSTED
INV004618,INV2, PO02371,v257,2024-01-06,79204.66,CANCELLED
INV004619,inv2,PO06965,V066,2024-03-17,23633.89,POSTED
INV004620,INV1,PO00660, V437,2023-10-09,75700.66,
INV004621,INV2 ,PO00483 ,V001,2023-03-25,78920.91,
INV004622,INV2 ,po02358,V141,2024-11-17,75533.36,Cancelled
INV004623,INV2, PO05828,V469 ,2024-07-17,30950.47,CANCELLED
INV004624,INV1, PO00067,V377,2024-12-24,38255.23,POSTED
INV004625,INV2,PO02369,v122,2024-05-19,27650.18,
INV004626, INV1,PO04115,V396,2023-02-03,28797.7,posted
INV004627,INV1,PO05345 ,V230 ,2024-11-07,57176.67,POSTED
INV004628,INV2, PO00603,V287,2024-12-03,23698.53,Cancelled
INV004629,INV2,PO04736,V197,2023-03-10,17214.32,POSTED
INV004630,INV1,PO02101 ,V025,2023-08-20,94090.47,CANCELLED
INV004631,INV2,PO01090,V387,2024-03-22,44469.4,posted
INV004632,INV2,PO07146 ,V085,2024-01-19,84325.33,
INV004633,INV2,PO02154,V217,2024-09-24,59086.72,POSTED
INV004634,inv1,PO01130 ,V285 ,2024-01-01,32964.67,posted
INV004635,INV1 ,PO07118, V342,2024-02-27,67696.38,posted
INV004636,INV2,PO07749 ,v395,2024-11-01,64139.26,Cancelled
INV004637,INV2,PO04087,v485,2023-08-09,11284.37,POSTED
INV004638,INV1,PO05552 ,V086 ,2023-12-11,30330.18,posted
INV004639, INV2,PO04807,V347,2023-12-05,,Cancelled
INV004640,INV1 ,PO00865 ,V216 ,2023-08-21,52192.72,
INV004641,INV2,po05978,v200,2023-04-27,,Cancelled
INV004642,inv1,po00625,V473,2023-10-22,35615.0,
INV004643,INV2,PO04647,V255,2023-01-09,74731.35,posted
INV004644,INV1 ,PO04675,,2024-07-12,51614.84,POSTED
INV004645,INV2,PO04193,v481,2023-05-22,84022.48,Cancelled
INV004646,inv2,PO04023,V319,2023-11-29,52235.12,
INV004647,INV2,PO02190,v121,2024-01-06,64176.31,Cancelled
INV004648,inv1,po06727,V138,2023-11-18,16564.05,
INV004649, INV1,PO06290,V061,2023-12-20,35129.17,POSTED
INV004650,INV2,PO03263,V470,2024-09-22,78920.41,CANCELLED
INV004651,INV2, PO03186,V363,2023-10-21,69024.53,
INV004652,INV1,PO03414,v152,2024-02-28,52240.96,POSTED
INV004653,inv2,PO07070,V069,2023-08-27,52756.19,
INV004654,INV2,PO03055,v440,2023-06-07,72018.66,posted
INV004655,INV1,PO06315,V481,2024-01-22,13039.62,CANCELLED
INV004656,INV2,po04383,V156,2024-08-06,22464.4,Cancelled
INV004657,INV1 , PO01878,V122,2024-10-09,14014.73,POSTED
INV004658,INV2,PO05077,V028 ,2023-05-07,3072.15,CANCELLED
INV004659,INV2,PO00341,V014,2024-12-28,41888.13,CANCELLED
INV004660,INV2,PO01209,v400,2023-02-04,70108.13,POSTED
INV004661,INV1,PO04428,v007,2023-08-14,53323.31,
INV004662,INV2,PO06986 ,V149,2024-05-15,45497.43,
INV004663,INV2,PO01925, V149,2023-10-15,36877.39,Cancelled
INV004664,INV2,PO03397 ,V420,2024-06-30,76991.82,CANCELLED
INV004665,INV1 ,PO07446,v167,2024-01-31,81741.1,Cancelled
INV004666, INV1,PO00074, V029,2024-03-24,7466.13,
INV004667, INV2,PO01035,V440 ,2023-02-22,47563.91,POSTED
INV004668,INV1,po03566, V243,2023-01-09,54901.65,posted
INV004669,inv2, PO03968,V318,2023-09-18,,posted
INV004670,INV2,PO05054,v443,2024-04-27,76000.77,posted
INV004671,INV1, PO06781,V237,2023-02-28,21289.86,Cancelled
INV004672, INV1,PO01317,V116 ,2023-08-11,47519.89,
INV004673,INV1,PO03561,v132,2024-07-28,70471.23,CANCELLED
INV004674,INV1,PO02789,V106 ,2023-10-13,29533.23,CANCELLED
INV004675,INV2,po01666,V057,2023-07-28,60056.19,
INV004676, INV1,po00787,V265 ,2023-12-18,21562.86,CANCELLED
INV004677,INV1,PO02853 ,V303,2024-06-29,34701.13,posted
INV004678,INV1,PO01466,V314 ,2023-04-16,23990.42,posted
INV004679,INV1,PO05860,v231,2023-06-18,41982.34,posted
INV004680,INV1,po00709, V127,2023-11-26,91719.69,CANCELLED
INV004681,INV2,PO04298,V491,2024-01-18,32445.87,POSTED
INV004682,INV2,po04310,V228,2024-06-06,14578.97,CANCELLED
INV004683,INV1,PO02351,V105,2024-12-18,73371.54,posted
INV004684,INV1 ,PO07517, V092,2023-04-05,21380.7,posted
INV004685,INV1,PO01660 ,V497,2023-03-27,6235.64,CANCELLED
INV004686,INV2,PO00421,V374,2023-01-14,66262.97,CANCELLED
INV004687, INV1,PO07613 ,V490 ,2023-03-08,82313.37,
INV004688,INV1,PO07475, V028,2023-06-19,12203.09,
INV004689,INV2,PO04914,V476,2024-03-05,55875.58,Cancelled
INV004690,INV2,PO04019,V477,2023-03-05,73980.01,Cancelled
INV004691,INV2,PO01419,V004,2023-10-01,58238.98,
INV004692,INV2,PO00167,V043 ,2023-11-28,36268.72,CANCELLED
INV004693,INV1,po00292,V196,2024-10-15,11760.68,POSTED
INV004694,INV1 ,PO01259,V040,2023-03-27,53424.64,
INV004695,INV1,PO00750,V133 ,2024-04-07,58418.91,POSTED
INV004696,INV1,PO06413,V371,2024-08-03,89690.72,posted
INV004697,INV2,po01570,V162,2023-02-28,42091.52,posted
INV004698, INV2,PO07588 ,V485,2023-03-26,24680.22,CANCELLED
INV004699, INV2,PO07596,V188,2024-01-12,45399.0,
INV004700,INV2 ,PO03570,V166,2023-04-04,41159.08,
INV004701,INV2, PO00480,V499 ,2024-04-03,60819.91,
INV004702,INV2,PO05444,V320,2023-12-01,84994.17,
INV004703, INV1,PO03174 ,v498,2024-06-30,22972.64,posted
INV004704, INV2,PO07179, V150,2024-04-03,94008.51,Cancelled
INV004705,INV1,po04606,V168,2023-08-14,62610.08,POSTED
INV004706,INV2 ,PO06401,V047,2023-09-15,12390.29,CANCELLED
INV004707, INV2,PO04661,v466,2024-09-08,86584.13,Cancelled
INV004708,INV2 , PO04600,V217,2024-02-13,74499.69,posted
INV004709,INV1 ,PO05824,v473,2023-10-03,2130.42,posted
INV004710,INV1,PO06308,V015,2024-01-24,50745.53,
INV004711,INV2,PO03165,V284,2024-11-02,17954.02,
INV004712, INV1,PO06172, V270,2023-06-20,35675.4,Cancelled
INV004713,INV2,PO07982 ,V198,2024-05-03,1378.55,POSTED
INV004714,INV1,po05230,V473,2023-06-18,63900.17,POSTED
INV004715, INV1, PO01618,V478,2023-12-31,4027.75,POSTED
INV004716,INV2 ,PO01997,V410,2024-05-24,60374.36,POSTED
INV004717, INV2, PO00449, V338,2023-09-11,50356.21,Cancelled
INV004718,INV1,PO04354,V495,2024-04-05,83062.43,CANCELLED
INV004719,inv1,PO03678, V109,2024-11-13,1969.99,POSTED
INV004720,,PO07277,V395,2023-09-21,39118.33,POSTED
INV004721,INV1 ,PO06098,v293,2024-07-19,75365.16,
INV004722,INV1,PO00612 ,V037 ,2023-08-15,65318.72,POSTED
INV004723,INV1,PO05225, V408,2023-03-12,27956.58,posted
INV004724,INV1 , PO04066,V415,2023-08-21,54841.45,POSTED
INV004725,INV2,PO03750 ,V463,2023-02-22,53795.14,CANCELLED
INV004726, INV2,PO06625 ,V436 ,2024-07-29,21278.68,CANCELLED
INV004727,INV1, PO07561,V424,2023-02-10,15476.94,CANCELLED
INV004728,INV2, PO06189,V465,2023-06-11,10522.12,Cancelled
INV004729,INV2,po07367,V467,2024-05-29,45126.94,POSTED
INV004730,INV1,PO07529, V081,2024-10-21,,Cancelled
INV004731,inv1,PO06402 ,V335 ,2024-10-25,15648.22,POSTED
INV004732,inv1, PO01979,V022,2024-07-03,32178.43,Cancelled
INV004733,INV2,PO00393,V216,2023-04-19,78684.05,posted
INV004734,INV1,PO01205,V262,2024-06-12,41238.18,CANCELLED
INV004735,inv2,PO06788, V461,2023-03-21,61490.92,POSTED
INV004736,INV1 ,PO03743,V005 ,2024-08-03,17814.32,
INV004737,INV2,po03434, V432,2024-07-12,24422.32,Cancelled
INV004738,INV1, PO00697,v455,2024-01-01,26748.27,CANCELLED
INV004739,inv1,PO02265,V378,2023-07-11,28935.06,posted
INV004740,INV1,po02049,V045,2023-07-04,85557.51,posted
INV004741,INV1,PO02492,v270,2024-10-27,46063.08,POSTED
INV004742, INV2,PO05041, V457,2024-10-10,20401.02,POSTED
INV004743,INV2 , PO06367,V274,2024-07-11,31810.5,
INV004744, INV1,PO05577 ,v046,2024-09-11,54154.59,Cancelled
INV004745,inv2,PO02881,V412,2023-12-06,25537.68,posted
INV004746, INV2,PO05490,v010,2024-05-07,71669.75,CANCELLED
INV004747,,PO03200 ,V321,2023-06-16,91566.12,
INV004748,inv1,PO00970,v181,2023-03-06,52778.89,Cancelled
INV004749,INV1,po03784,V452 ,2023-08-07,9283.9,POSTED
INV004750,INV2,PO02906 ,V099,2024-01-16,72212.52,posted
INV004751,INV1, PO06453,V173,2023-03-19,77587.06,
INV004752,INV2, PO05008,V343,2024-09-17,12110.36,POSTED
INV004753,INV1, PO05849,v427,2024-02-12,4567.54,
INV004754,INV1 ,PO06864,,2024-03-24,55730.41,Cancelled
INV004755,INV2,PO07819,v441,2023-09-05,14374.08,CANCELLED
INV004756,INV2 , PO06615,V358,2024-01-15,73740.11,posted
INV004757,INV2,PO03224 , V153,2024-01-11,55161.27,CANCELLED
INV004758,INV2 , PO04029,V136,2023-03-12,66967.79,posted
INV004759,INV2,PO01319,V126,2024-02-12,61343.72,Cancelled
INV004760,INV1,PO05665,V088,2023-03-11,27455.94,Cancelled
INV004761,,PO07799,V301,2024-06-16,4952.28,Cancelled
INV004762,INV2,PO00268, V083,2023-05-11,90467.75,posted
INV004763,inv2,PO06654,V242,2024-01-22,11459.19,
INV004764,INV2, PO07018,V087,2023-01-13,18785.07,POSTED
INV004765,inv2,PO03357,v144,2023-04-25,68908.3,
INV004766,INV1,PO05546,v485,2024-04-17,65449.12,CANCELLED
INV004767,INV2,PO01570,v452,2024-02-08,56003.02,posted
INV004768,INV2 , PO02916,V097,2023-05-22,45604.25,
INV004769,INV2,PO00427,v425,2023-05-11,43284.4,posted
INV004770,INV1 ,PO06693,V379,2023-05-13,60860.74,CANCELLED
INV004771,INV2,PO00118, V407,2024-12-16,65385.88,POSTED
INV004772, INV2,PO05767,V299,2023-06-08,92071.03,CANCELLED
INV004773,INV2 ,PO03472,V215 ,2024-02-29,18988.09,
INV004774,INV1,PO07730,V131,2024-03-12,4359.21,
INV004775,INV1 ,PO03606,V465,2024-06-22,7641.41,
INV004776,INV1,PO05438, V391,2023-06-15,63539.9,posted
INV004777,INV1,PO04102,V434,2024-02-15,15371.09,POSTED
INV004778,INV2,PO02344,V413 ,2023-02-12,79502.8,
INV004779,INV2,PO01127,V375,2024-09-19,86946.18,Cancelled
INV004780,INV1,PO01350,V030 ,2024-02-09,7316.01,Cancelled
INV004781,INV2 ,PO06350 ,V129,2024-08-05,87623.47,Cancelled
INV004782,inv1,PO02803 ,V316,2024-02-14,40913.16,Cancelled
INV004783,inv2,PO01777 ,V052,2024-02-29,6472.05,POSTED
INV004784,INV2,PO04074,V421 ,2023-09-05,65420.57,Cancelled
INV004785,INV1,PO03380, V009,2023-10-30,37136.83,CANCELLED
INV004786,INV1,PO05818,v120,2023-04-19,13666.31,posted
INV004787,inv2,PO05100 ,V452,2023-04-15,3193.52,posted
INV004788, INV2,PO04405,V033 ,2023-07-07,66846.76,
INV004789,INV2,PO07300 , V051,2024-06-27,28076.84,posted
INV004790,INV1 ,PO00847,V477,2023-01-15,41628.09,
INV004791, INV1,PO03871,v163,2023-08-10,51764.93,CANCELLED
INV004792, INV1,PO00438,V079,2023-09-24,45169.37,Cancelled
INV004793, INV1, PO00926,V072,2023-04-14,42944.22,CANCELLED
INV004794,INV2,PO03194,v309,2024-11-25,6302.36,POSTED
INV004795,INV2, PO03673,v012,2024-10-31,12687.37,Cancelled
INV004796, INV2,PO06378,v310,2024-06-04,84264.11,CANCELLED
INV004797,inv2,PO05252,V287 ,2024-11-28,91396.11,POSTED
INV004798,INV2,PO02833,V471,2023-02-16,21188.07,POSTED
INV004799, INV2, PO07140,v431,2024-12-07,43252.14,posted
INV004800,INV1 , PO01557,V064 ,2024-10-19,21239.13,POSTED
INV004801,INV2,PO02084,V440,2023-07-09,85612.51,
INV004802,INV1,PO06275,V027 ,2024-07-04,,Cancelled
INV004803,INV2,PO02610,V153,2023-10-20,14653.37,Cancelled
INV004804,INV2,po01701,v436,2024-07-23,20335.24,posted
INV004805,INV1, PO07127,v234,2023-01-21,63382.16,POSTED
INV004806,inv1,PO07648 ,V053,2024-07-17,61068.13,Cancelled
INV004807,INV1,PO01611 ,V010,2024-04-25,51046.09,
INV004808,INV2,PO01734 ,V372,2024-12-03,36687.52,Cancelled
INV004809,INV2,PO07727,V354 ,2023-09-17,63136.89,CANCELLED
INV004810,INV2,PO00721 ,V055,2023-09-30,18191.2,posted
INV004811,INV2,PO04928,V358 ,2024-05-26,93515.21,
INV004812,INV1,PO00925,V001,2023-06-17,3066.0,Cancelled
INV004813,INV1, PO04771,v203,2023-04-01,50433.42,CANCELLED
INV004814,INV2,PO07113,V285,2024-10-24,80996.39,posted
INV004815,INV1,PO04796,v216,2023-09-25,1336.22,
INV004816,INV1, PO05025, V455,2024-03-04,92597.56,POSTED
INV004817,INV1,PO06312 ,V380,2024-05-20,32070.49,
INV004818,INV1,PO04326,V382,2024-11-25,93684.86,CANCELLED
INV004819,INV2,,V459,2023-08-29,43948.56,
INV004820,INV2,PO07729,V273 ,2023-08-23,,CANCELLED
INV004821,INV2, PO02954,V473,2023-12-10,87559.63,Cancelled
INV004822,inv2,PO06444,V218,2024-02-23,72305.78,Cancelled
INV004823,INV1,PO06451,V116 ,2023-09-01,47013.35,POSTED
INV004824,INV1,PO05397,V242 ,2023-03-03,30642.04,CANCELLED
INV004825,INV2,po00328,V179,2024-07-17,56818.06,Cancelled
INV004826,INV1,PO06181,V423,2023-05-18,54543.22,Cancelled
INV004827,inv1,PO03289,V072,2023-07-14,61688.82,
INV004828, INV2,po03828,V028,2024-09-11,89915.4,POSTED
INV004829,INV1,PO03584,V252,2023-02-28,72972.58,Cancelled
INV004830,INV1,PO01881,V232,2023-04-23,11240.9,CANCELLED
INV004831,inv2,PO07306 ,V477 ,2023-01-12,29138.27,POSTED
INV004832,INV1,PO03170,V492 ,2023-03-31,29652.26,Cancelled
INV004833,INV2,PO04013,V027 ,2024-07-15,14001.17,
INV004834,INV1 , PO00888,V234 ,2023-07-09,94217.96,POSTED
INV004835,inv2,PO02668,V402,2023-08-07,,
INV004836,inv2,PO03304,V476,2023-02-01,38677.37,Cancelled
INV004837,INV1,PO06957 ,V179,2024-09-26,28045.85,posted
INV004838, INV1,po05371,v369,2024-01-30,75883.7,posted
INV004839, INV2,PO00019,V332,2023-05-25,8763.9,
INV004840,INV1,,V006,2024-03-14,28104.36,CANCELLED
INV004841,INV2,PO04957,V003,2023-03-01,52291.29,POSTED
INV004842, INV2,PO06571 ,V471 ,2023-11-27,62393.69,Cancelled
INV004843, INV2,PO00910 ,V032,2024-01-30,73154.82,Cancelled
INV004844,inv1,PO01142,V392 ,2023-03-01,10341.77,CANCELLED
INV004845, INV1,po00466,V316,2023-06-18,54472.66,posted
INV004846,INV1,PO07128,V013,2023-11-17,39096.71,CANCELLED
INV004847,inv1,PO03986,V468,2023-07-26,25680.69,CANCELLED
INV004848,INV2,PO05510,v470,2024-03-25,87197.55,
INV004849,INV2 ,po07264,V347,2023-01-22,53299.09,POSTED
INV004850,INV1,po04208,v225,2024-01-22,3885.77,Cancelled
INV004851,INV2,PO05718,V336,2023-11-02,73096.36,
INV004852,INV2,,v012,2023-11-28,53367.89,Cancelled
INV004853,INV1,PO07186,V453,2024-01-29,66705.92,CANCELLED
INV004854, INV2,PO04567,V027 ,2023-03-07,,POSTED
INV004855,inv2,PO04639,V193 ,2023-01-26,,posted
INV004856,INV1 ,PO05644, V402,2024-02-22,56796.2,posted
INV004857,inv2,PO01820 ,V151 ,2024-12-03,36272.21,Cancelled
INV004858,inv1,PO06049,V468,2024-04-09,17216.16,CANCELLED
INV004859,inv1, PO02436,V285,2023-03-06,92970.64,CANCELLED
INV004860, INV1, PO03815,V278,2023-08-08,38973.77,
INV004861,INV2 ,po00170,V406,2024-03-02,76301.42,Cancelled
INV004862,INV1 ,PO00381,V390,2023-04-16,43959.61,POSTED
INV004863,INV2, PO00345,V133,2024-04-07,58085.76,POSTED
INV004864,INV2,PO04278,V113,2023-03-18,48482.17,
INV004865,INV2 ,PO03503,V321,2023-07-29,61912.35,Cancelled
INV004866,INV1,PO03657,V175,2024-09-22,52975.5,CANCELLED
INV004867,INV2,PO01625 ,V122,2023-07-02,,CANCELLED
INV004868,INV1,PO02637,V032 ,2024-07-12,90918.66,
INV004869,INV2,PO05684, V385,2023-05-25,23010.11,posted
INV004870, INV1, PO01200, V237,2024-10-21,85982.91,
INV004871,INV2,PO02660,V076,2024-04-14,91397.15,
INV004872,inv2, PO01282,V069,2023-11-09,67749.61,Cancelled
INV004873,INV2,po05275,V301,2024-09-18,81318.55,
INV004874,INV1,PO00588,V293,2024-09-06,28066.52,
INV004875,INV1 , PO06026,v274,2023-11-05,30144.22,CANCELLED
INV004876, INV1,PO03230,V434,2024-06-26,15093.52,POSTED
INV004877,INV1,po01156,V365,2024-10-23,87399.33,posted
INV004878,INV2, PO02087,V389,2024-05-23,995.4,CANCELLED
INV004879,INV1 ,PO06372,V500 ,2024-07-29,4918.27,POSTED
INV004880,INV1,PO02271,V179 ,2024-04-23,83280.52,CANCELLED
INV004881, INV2, PO05032,v090,2023-02-28,65844.27,Cancelled
INV004882,INV2,PO03076,V011 ,2024-09-01,67700.59,Cancelled
INV004883, INV2, PO00791,V280,2024-11-21,63012.84,Cancelled
INV004884,INV2,PO05129,V316 ,2024-10-17,30724.94,POSTED
INV004885,INV2,PO01999,v424,2024-08-25,27756.93,POSTED
INV004886,INV1 ,PO07472,V316,2023-07-22,89476.62,Cancelled
INV004887,INV1,PO00298,V227,2023-03-30,21321.92,
INV004888,INV1,PO02848, V276,2023-06-01,25731.48,
INV004889,inv2,PO00219,V306 ,2024-04-17,10700.04,CANCELLED
INV004890,INV1,PO02028,V147 ,2023-06-05,34251.86,POSTED
INV004891,INV2,PO02366,V351 ,2024-05-27,29026.48,posted
INV004892,INV2 ,PO00254,V154 ,2024-07-09,90797.64,
INV004893,INV1, PO03614,V040,2023-03-04,41272.41,
INV004894,INV1,PO06198,V140,2024-11-10,6254.04,
INV004895,INV1 ,PO04953,V215,2023-06-24,15736.12,Cancelled
INV004896, INV1,PO06250,V297,2024-11-22,,
INV004897,inv1,po06886,V365 ,2024-06-09,46200.62,Cancelled
INV004898,inv2,PO04454,V121,2023-02-05,72134.38,POSTED
INV004899,INV1, PO02523,V366,2024-10-09,6311.07,
INV004900,INV2,PO01953 , V013,2023-09-03,50642.61,POSTED
INV004901,INV2,PO05452,V488,2024-09-29,5486.23,posted
INV004902,INV1, PO00743,V331 ,2024-07-05,40854.88,POSTED
INV004903,INV1 , PO00584,V342,2024-11-27,6453.54,posted
INV004904, INV2,PO05306,V446,2023-10-03,59971.94,POSTED
INV004905,inv2,PO06059,V007,2023-04-29,60670.92,CANCELLED
INV004906,INV2,PO03812,V447,2024-08-23,44823.3,POSTED
INV004907,inv1,PO05963, V098,2023-10-05,75661.81,POSTED
INV004908,INV1,PO00326 ,V324,2024-12-04,89842.5,CANCELLED
INV004909,INV2,PO04695,v013,2024-02-10,9327.43,
INV004910,INV1,PO02016,v277,2024-04-19,32430.75,Cancelled
INV004911,INV2 , PO05913,v118,2023-12-22,46013.37,
INV004912,INV1,PO04679,V052 ,2023-02-21,,POSTED
INV004913,INV1, PO02979,v053,2024-11-01,94268.82,POSTED
INV004914,INV1, PO01541,V039,2023-09-05,63766.34,posted
INV004915,INV1,PO03388,v327,2023-06-22,35902.33,Cancelled
INV004916, INV2,PO04851,V316,2024-07-11,62152.26,posted
INV004917,INV2,PO01902,v297,2024-11-19,25016.12,Cancelled
INV004918,INV1, PO05243,V289,2024-03-13,90501.83,POSTED
INV004919, INV1, PO03597,V420,2024-06-28,19368.99,posted
INV004920,INV2,PO01765,V025,2023-08-22,79885.52,posted
INV004921, INV2,PO01983 ,V154,2024-11-23,60771.06,CANCELLED
INV004922,inv2,PO04304,V273,2023-06-11,4970.41,POSTED
INV004923,INV2,PO04369,V432,2024-12-03,69409.26,
INV004924,INV2,PO05621,V399 ,2023-10-26,52543.94,Cancelled
INV004925,inv2,PO00168,V241,2023-12-28,62098.14,
INV004926,INV1,PO02639 ,V345,2023-12-12,21754.38,
INV004927, INV1,PO06023,V212 ,2023-08-08,33140.49,
INV004928,INV2,PO00915,v120,2024-08-26,25230.31,CANCELLED
INV004929,INV2, PO01869,V192,2023-10-19,37347.51,POSTED
INV004930,INV2,PO06117,V197,2024-10-23,12107.15,
INV004931,INV1 , PO00795, V282,2024-03-28,39469.97,
INV004932,inv2,PO01502,V438,2023-01-04,18357.23,CANCELLED
INV004933,INV2,PO04154,V219,2023-03-22,69060.36,
INV004934,INV2 ,PO02435,V429,2023-06-08,78371.75,posted
INV004935,INV1,po01479,V233,2023-04-06,13447.5,Cancelled
INV004936, INV1,PO03239,V153,2024-04-14,7885.18,POSTED
INV004937, INV2,PO00427,v100,2024-06-27,68602.78,
INV004938, INV1,PO02228,V472,2023-06-13,31008.11,
INV004939,INV1 ,PO01115 ,V262,2023-06-19,75339.76,Cancelled
INV004940,INV1,PO01464,v297,2024-10-05,,POSTED
INV004941,INV2,PO03128,V060 ,2023-10-13,19111.79,
INV004942,INV1,PO02085,V308 ,2024-06-11,48004.76,posted
INV004943,INV1,PO01331 ,V303,2024-12-07,39528.06,POSTED
INV004944,INV1, PO00574,V041,2023-03-22,80367.31,posted
INV004945,INV2,PO07392,V429,2024-01-21,52968.17,CANCELLED
INV004946,INV2,PO06204,V301 ,2023-10-24,22863.31,
INV004947,INV1,PO07653,v033,2023-10-02,47152.45,Cancelled
INV004948,INV1, PO01304,V089,2024-08-18,3836.55,POSTED
INV004949,INV2,PO07578 ,V256,2024-10-31,28797.07,
INV004950,INV1,PO04629,V224,2023-03-27,82761.34,POSTED
INV004951,INV1,PO04699,V413,2023-06-06,2978.4,Cancelled
INV004952,INV1 ,PO00664,v246,2023-09-14,15830.23,Cancelled
INV004953,INV1,PO05117,V342,2023-07-24,70970.48,CANCELLED
INV004954, INV1,PO07769,V031,2023-12-08,84210.2,Cancelled
INV004955,INV2,PO07343,V085,2023-10-27,11080.93,
INV004956,INV1 ,PO05633,V368,2023-11-26,30212.17,
INV004957,INV1 ,PO05614,V056,2024-12-13,23842.0,CANCELLED
INV004958,INV1, PO01449,v148,2023-05-12,,posted
INV004959,INV1,po06270,v166,2024-02-02,19484.95,posted
INV004960, INV2,PO03545,V112,2024-07-01,43991.69,POSTED
INV004961,inv2,PO01561,V416,2024-10-28,72252.4,Cancelled
INV004962,INV2,PO01625,v488,2023-08-08,49031.21,CANCELLED
INV004963,INV2,PO06123,V188,2024-08-13,,posted
INV004964, INV2, PO01747,V012,2023-12-28,3993.04,CANCELLED
INV004965,INV1,PO01621,v312,2023-06-29,89267.57,
INV004966,INV2, PO02555,V376,2024-06-02,14000.2,CANCELLED
INV004967, INV2,PO05731,V243,2023-11-10,72523.81,Cancelled
INV004968,INV1,po07572,V249,2024-02-06,9407.4,
INV004969,INV1,PO07215,v368,2023-08-24,13307.28,POSTED
INV004970, INV2,PO04814,V158,2024-09-12,91218.53,
INV004971,INV2, PO07321,V428,2024-01-15,10311.12,POSTED
INV004972, INV1,PO04969,v185,2023-12-05,37613.9,posted
INV004973,INV1,PO07891,V466,2023-09-04,29610.46,
INV004974,INV1 ,PO00369 ,V355 ,2023-01-18,63264.1,posted
INV004975,INV1,PO01605,V414,2024-03-10,55787.78,POSTED
INV004976,inv1,PO00796,V431,2024-11-04,4121.38,POSTED
INV004977,INV1,po02083,V473,2024-01-28,85948.92,POSTED
INV004978, INV2,PO04824,V268,2023-11-21,22700.06,Cancelled
INV004979, INV1,PO05674,V125,2024-11-15,7903.0,Cancelled
INV004980,INV1,PO05955,v307,2024-12-11,58239.75,posted
INV004981, INV1,PO05015,V386,2024-09-08,21440.05,
INV004982, INV2,PO02169,V390,2024-01-01,28821.09,CANCELLED
INV004983,INV1,PO02290,V391,2023-06-03,41879.8,CANCELLED
INV004984,INV2 ,PO01923,V346,2024-03-28,2702.42,Cancelled
INV004985,inv1,PO05144 ,V448 ,2024-02-19,87119.78,POSTED
INV004986,INV2,PO05334,V443 ,2024-01-26,91028.12,Cancelled
INV004987,INV2 ,po02220,V274,2024-01-09,76643.63,posted
INV004988,INV1, PO04527,,2023-10-27,45023.96,POSTED
INV004989,inv2,PO01857,V196,2023-01-31,65748.72,
INV004990,INV2,po01578,V304,2024-01-08,1020.29,POSTED
INV004991, INV2, PO02794,V270,2024-04-12,,posted
INV004992,INV2,PO05280,V410 ,2024-03-28,48180.81,POSTED
INV004993,inv1,PO01935,V091,2024-07-16,8493.22,
INV004994, INV1,PO05377,V432,2023-03-07,86957.01,CANCELLED
INV004995,INV1 , PO06650,V173,2024-05-17,80601.89,
INV004996,INV1,,V012,2023-01-03,50427.81,
INV004997,INV2,PO07781,V169 ,2024-01-24,42543.42,posted
INV004998,inv1,PO02643, V424,2024-02-10,34665.91,posted
INV004999,INV2,PO05053,V138,2024-08-20,44607.69,POSTED
INV005000,INV1,PO02550 ,V093 ,2023-03-12,37780.68,posted
INV005001,INV2, PO05499,v391,2023-07-24,70351.54,posted
INV005002,INV1, PO03872,v091,2023-02-06,12175.65,CANCELLED
INV005003,INV1,PO03940,V497,2023-08-09,48506.11,POSTED
INV005004, INV1,po06975,V072,2023-05-23,14461.76,POSTED
INV005005,inv2, PO02658,v496,2023-08-11,85192.67,CANCELLED
INV005006,INV2 ,PO02602,V232,2024-04-15,31651.08,
INV005007,inv2,po05229, V193,2023-08-25,51393.27,POSTED
INV005008,INV2 ,PO01968,V450,2024-12-15,64771.42,
INV005009,INV1,PO03377,V128 ,2023-11-07,10955.96,CANCELLED
INV005010,INV1,PO02522,V233 ,2023-12-03,87396.28,POSTED
INV005011,INV1, PO06256,V457,2023-01-04,57287.4,Cancelled
INV005012,INV1,PO07765,V086,2023-10-12,39017.31,Cancelled
